Duelist,Grade,Card,Weight
"Heishin 1","S/A POW","Punished Eagle",26
"Heishin 1","S/A POW","Crimson Sunbird",20
"Heishin 1","S/A POW","Magical Ghost",24
"Heishin 1","S/A POW","Soul Hunter",20
"Heishin 1","S/A POW","Dragon Seeker",20
"Heishin 1","S/A POW","Prisman",46
"Heishin 1","S/A POW","Bracchio-raidus",4
"Heishin 1","S/A POW","Boulder Tortoise",12
"Heishin 1","S/A POW","Monstrous Bird",26
"Heishin 1","S/A POW","Spirit of the Mountain",12
"Heishin 1","S/A POW","Flame Cerebrus",12
"Heishin 1","S/A POW","Mystical Sand",46
"Heishin 1","S/A POW","Gemini Elf",24
"Heishin 1","S/A POW","Great Mammoth of Goldfine",48
"Heishin 1","S/A POW","B. Dragon Jungle King",26
"Heishin 1","S/A POW","Empress Judge",26
"Heishin 1","S/A POW","Giant Turtle Who Feeds on Flames",12
"Heishin 1","S/A POW","Rose Spectre of Dunn",26
"Heishin 1","S/A POW","Violent Rain",46
"Heishin 1","S/A POW","Twin-headed Thunder Dragon",20
"Heishin 1","S/A POW","The Thing That Hides In the Mud",24
"Heishin 1","S/A POW","Nekogal #2",26
"Heishin 1","S/A POW","Maiden of the Moonlight",24
"Heishin 1","S/A POW","Stone Ogre Grotto",12
"Heishin 1","S/A POW","Night Lizard",24
"Heishin 1","S/A POW","Royal Guard",4
"Heishin 1","S/A POW","Gruesome Goo",46
"Heishin 1","S/A POW","Skull Knight",4
"Heishin 1","S/A POW","Meteor B. Dragon",4
"Heishin 1","S/A POW","Firewing Pegasus",4
"Heishin 2","S/A POW","Mystical Elf",22
"Heishin 2","S/A POW","Right Arm of the Forbidden One",6
"Heishin 2","S/A POW","Left Arm of the Forbidden One",4
"Heishin 2","S/A POW","Exodia the Forbidden",4
"Heishin 2","S/A POW","Zombie Warrior",22
"Heishin 2","S/A POW","Saggi the Dark Clown",22
"Heishin 2","S/A POW","Dark Magician",4
"Heishin 2","S/A POW","The Snake Hair",22
"Heishin 2","S/A POW","Gaia the Fierce Knight",28
"Heishin 2","S/A POW","Illusionist Faceless Mage",22
"Heishin 2","S/A POW","Rogue Doll",22
"Heishin 2","S/A POW","Giant Soldier of Stone",22
"Heishin 2","S/A POW","Megazowler",24
"Heishin 2","S/A POW","Gyakutenno Megami",24
"Heishin 2","S/A POW","Armored Zombie",22
"Heishin 2","S/A POW","Dragon Zombie",22
"Heishin 2","S/A POW","Clown Zombie",22
"Heishin 2","S/A POW","Pumpking the King of Ghosts",48
"Heishin 2","S/A POW","Curtain of the Dark Ones",22
"Heishin 2","S/A POW","Spirit of the Winds",22
"Heishin 2","S/A POW","Graveyard and the Hand of Invitation",22
"Heishin 2","S/A POW","White Magical Hat",22
"Heishin 2","S/A POW","Kamion Wizard",22
"Heishin 2","S/A POW","Nemuriko",22
"Heishin 2","S/A POW","The 13th Grave",22
"Heishin 2","S/A POW","Fiend's Hand",22
"Heishin 2","S/A POW","Blue-eyed Silver Zombie",22
"Heishin 2","S/A POW","Flame Manipulator",22
"Heishin 2","S/A POW","Necrolancer the Timelord",22
"Heishin 2","S/A POW","Djinn the Watcher of the Wind",22
"Heishin 2","S/A POW","The Bewitching Phantom Thief",22
"Heishin 2","S/A POW","Fire Reaper",22
"Heishin 2","S/A POW","Hurricail",20
"Heishin 2","S/A POW","Phantom Dewan",20
"Heishin 2","S/A POW","Lucky Trinket",20
"Heishin 2","S/A POW","Genin",20
"Heishin 2","S/A POW","Akakieisu",20
"Heishin 2","S/A POW","Phantom Ghost",20
"Heishin 2","S/A POW","Aqua Madoor",20
"Heishin 2","S/A POW","Flame Ghost",20
"Heishin 2","S/A POW","Masked Sorcerer",20
"Heishin 2","S/A POW","Roaring Ocean Snake",24
"Heishin 2","S/A POW","Wood Remains",22
"Heishin 2","S/A POW","Haniwa",22
"Heishin 2","S/A POW","Dissolverock",22
"Heishin 2","S/A POW","Angelwitch",22
"Heishin 2","S/A POW","Stone Armadiller",22
"Heishin 2","S/A POW","Ancient Sorcerer",22
"Heishin 2","S/A POW","Rock Ogre Grotto #2",22
"Heishin 2","S/A POW","Sectarian of Secrets",22
"Heishin 2","S/A POW","Labyrinth Wall",22
"Heishin 2","S/A POW","Shadow Ghoul",22
"Heishin 2","S/A POW","Labyrinth Tank",4
"Heishin 2","S/A POW","Sanga of the Thunder",4
"Heishin 2","S/A POW","Kazejin",4
"Heishin 2","S/A POW","Suijin",4
"Heishin 2","S/A POW","Bickuribox",4
"Heishin 2","S/A POW","Harpie's Pet Dragon",4
"Heishin 2","S/A POW","Launcher Spider",4
"Heishin 2","S/A POW","Zoa",20
"Heishin 2","S/A POW","Ushi Oni",20
"Heishin 2","S/A POW","Machine King",20
"Heishin 2","S/A POW","Stone D.",48
"Heishin 2","S/A POW","Kaiser Dragon",4
"Heishin 2","S/A POW","Aqua Dragon",4
"Heishin 2","S/A POW","Millennium Golem",46
"Heishin 2","S/A POW","Barrel Rock",48
"Heishin 2","S/A POW","Stone Ghost",48
"Heishin 2","S/A POW","Punished Eagle",26
"Heishin 2","S/A POW","Crimson Sunbird",20
"Heishin 2","S/A POW","Magical Ghost",24
"Heishin 2","S/A POW","Soul Hunter",20
"Heishin 2","S/A POW","Dragon Seeker",20
"Heishin 2","S/A POW","Prisman",46
"Heishin 2","S/A POW","Bracchio-raidus",4
"Heishin 2","S/A POW","Boulder Tortoise",12
"Heishin 2","S/A POW","Monstrous Bird",26
"Heishin 2","S/A POW","Spirit of the Mountain",12
"Heishin 2","S/A POW","Flame Cerebrus",12
"Heishin 2","S/A POW","Mystical Sand",46
"Heishin 2","S/A POW","Gemini Elf",24
"Heishin 2","S/A POW","Great Mammoth of Goldfine",48
"Heishin 2","S/A POW","B. Dragon Jungle King",26
"Heishin 2","S/A POW","Empress Judge",26
"Heishin 2","S/A POW","Giant Turtle Who Feeds on Flames",12
"Heishin 2","S/A POW","Rose Spectre of Dunn",26
"Heishin 2","S/A POW","Violent Rain",46
"Heishin 2","S/A POW","Twin-headed Thunder Dragon",20
"Heishin 2","S/A POW","The Thing That Hides In the Mud",24
"Heishin 2","S/A POW","Nekogal #2",26
"Heishin 2","S/A POW","Maiden of the Moonlight",24
"Heishin 2","S/A POW","Stone Ogre Grotto",12
"Heishin 2","S/A POW","Night Lizard",24
"Heishin 2","S/A POW","Royal Guard",4
"Heishin 2","S/A POW","Gruesome Goo",46
"Heishin 2","S/A POW","Skull Knight",4
"Heishin 2","S/A POW","Meteor B. Dragon",4
"Heishin 2","S/A POW","Firewing Pegasus",4
"Rex Raptor","S/A POW","Ryu-kishin",18
"Rex Raptor","S/A POW","Mushroom Man",18
"Rex Raptor","S/A POW","Right Arm of the Forbidden One",6
"Rex Raptor","S/A POW","Mountain Warrior",18
"Rex Raptor","S/A POW","Two-headed King Rex",70
"Rex Raptor","S/A POW","Oscillo Hero #2",18
"Rex Raptor","S/A POW","Torike",18
"Rex Raptor","S/A POW","Sangan",18
"Rex Raptor","S/A POW","Mammoth Graveyard",36
"Rex Raptor","S/A POW","Uraby",72
"Rex Raptor","S/A POW","Crawling Dragon #2",72
"Rex Raptor","S/A POW","Armored Zombie",16
"Rex Raptor","S/A POW","Dragon Zombie",16
"Rex Raptor","S/A POW","Battle Warrior",17
"Rex Raptor","S/A POW","Tomozaurus",36
"Rex Raptor","S/A POW","Kageningen",16
"Rex Raptor","S/A POW","Graveyard and the Hand of Invitation",16
"Rex Raptor","S/A POW","Dark Gray",17
"Rex Raptor","S/A POW","White Magical Hat",17
"Rex Raptor","S/A POW","Nightmare Scorpion",17
"Rex Raptor","S/A POW","Nemuriko",17
"Rex Raptor","S/A POW","Mystical Capture Chain",17
"Rex Raptor","S/A POW","Blue-eyed Silver Zombie",17
"Rex Raptor","S/A POW","Necrolancer the Timelord",17
"Rex Raptor","S/A POW","Djinn the Watcher of the Wind",17
"Rex Raptor","S/A POW","The Bewitching Phantom Thief",17
"Rex Raptor","S/A POW","Monster Egg",17
"Rex Raptor","S/A POW","The Shadow Who Controls the Dark",17
"Rex Raptor","S/A POW","Larvas",17
"Rex Raptor","S/A POW","Hard Armor",17
"Rex Raptor","S/A POW","Man Eater",17
"Rex Raptor","S/A POW","M-warrior #1",17
"Rex Raptor","S/A POW","M-warrior #2",17
"Rex Raptor","S/A POW","Dark Prisoner",17
"Rex Raptor","S/A POW","Ancient Brain",17
"Rex Raptor","S/A POW","Fire Eye",17
"Rex Raptor","S/A POW","Monsturtle",17
"Rex Raptor","S/A POW","Claw Reacher",17
"Rex Raptor","S/A POW","Arlownay",17
"Rex Raptor","S/A POW","Lucky Trinket",17
"Rex Raptor","S/A POW","Genin",17
"Rex Raptor","S/A POW","Gate Deeg",17
"Rex Raptor","S/A POW","Synchar",17
"Rex Raptor","S/A POW","Fusionist",17
"Rex Raptor","S/A POW","Akakieisu",17
"Rex Raptor","S/A POW","Doron",17
"Rex Raptor","S/A POW","Penguin Knight",17
"Rex Raptor","S/A POW","Phantom Ghost",17
"Rex Raptor","S/A POW","Dorover",17
"Rex Raptor","S/A POW","Twin Long Rods #1",17
"Rex Raptor","S/A POW","Petit Angel",17
"Rex Raptor","S/A POW","Winged Cleaver",17
"Rex Raptor","S/A POW","Flame Ghost",17
"Rex Raptor","S/A POW","Two-mouth Darkruler",52
"Rex Raptor","S/A POW","Midnight Fiend",17
"Rex Raptor","S/A POW","Trap Master",17
"Rex Raptor","S/A POW","Skull Stalker",17
"Rex Raptor","S/A POW","Madjinn Gunn",17
"Rex Raptor","S/A POW","Vishwar Randi",17
"Rex Raptor","S/A POW","The Drdek",17
"Rex Raptor","S/A POW","Water Element",17
"Rex Raptor","S/A POW","Root Water",17
"Rex Raptor","S/A POW","Angelwitch",17
"Rex Raptor","S/A POW","Wing Egg Elf",17
"Rex Raptor","S/A POW","The Furious Sea King",17
"Rex Raptor","S/A POW","Princess of Tsurugi",17
"Rex Raptor","S/A POW","Unknown Warrior of Fiend",17
"Rex Raptor","S/A POW","Megirus Light",17
"Rex Raptor","S/A POW","Gorgon Egg",17
"Rex Raptor","S/A POW","Mystical Sheep #2",17
"Rex Raptor","S/A POW","Holograh",17
"Rex Raptor","S/A POW","Psychic Kappa",17
"Rex Raptor","S/A POW","Wicked Dragon with the Ersatz Head",17
"Rex Raptor","S/A POW","Kurama",17
"Rex Raptor","S/A POW","Wasteland",34
"Rex Raptor","S/A POW","Mountain",34
"Rex Raptor","S/A POW","Blast Juggler",17
"Rex Raptor","S/A POW","Cyber Commander",17
"Rex Raptor","S/A POW","Waterdragon Fairy",17
"Rex Raptor","S/A POW","Kanikabuto",17
"Rex Raptor","S/A POW","Electric Snake",17
"Rex Raptor","S/A POW","Ganigumo",17
"Rex Raptor","S/A POW","Alinsection",17
"Rex Raptor","S/A POW","Insect Soldiers of the Sky",17
"Rex Raptor","S/A POW","Cockroach Knight",17
"Rex Raptor","S/A POW","Burglar",17
"Rex Raptor","S/A POW","Needle Ball",17
"Rex Raptor","S/A POW","Turtle Raccoon",17
"Rex Raptor","S/A POW","Laughing Flower",17
"Rex Raptor","S/A POW","Minar",17
"Rex Raptor","S/A POW","Mechaleon",17
"Rex Raptor","S/A POW","Niwatori",17
"Rex Raptor","S/A POW","Dharma Cannon",17
"Rex Raptor","S/A POW","The Wandering Doomed",17
"Rex Raptor","S/A POW","Anthrosaurus",35
"Rex Raptor","S/A POW","Drooling Lizard",17
"Rex Raptor","S/A POW","Little D",52
"Rex Raptor","S/A POW","Mechanical Snail",17
"Rex Raptor","S/A POW","Beaked Snake",17
"Rex Raptor","S/A POW","Obese Marmot of Nefariousness",17
"Rex Raptor","S/A POW","Liquid Beast",17
"Rex Raptor","S/A POW","Twin Long Rods #2",17
"Weevil Underwood","S/A POW","Hitotsu-me Giant",20
"Weevil Underwood","S/A POW","Mushroom Man",21
"Weevil Underwood","S/A POW","Blackland Fire Dragon",20
"Weevil Underwood","S/A POW","Tyhone",26
"Weevil Underwood","S/A POW","Right Arm of the Forbidden One",6
"Weevil Underwood","S/A POW","Horn Imp",20
"Weevil Underwood","S/A POW","Celtic Guardian",26
"Weevil Underwood","S/A POW","Rogue Doll",26
"Weevil Underwood","S/A POW","Big Insect",72
"Weevil Underwood","S/A POW","Basic Insect",68
"Weevil Underwood","S/A POW","Killer Needle",95
"Weevil Underwood","S/A POW","Gokibore",98
"Weevil Underwood","S/A POW","Giant Flea",72
"Weevil Underwood","S/A POW","Fiend Kraken",26
"Weevil Underwood","S/A POW","Grappler",22
"Weevil Underwood","S/A POW","Uraby",22
"Weevil Underwood","S/A POW","Goddess with the Third Eye",22
"Weevil Underwood","S/A POW","Kamion Wizard",22
"Weevil Underwood","S/A POW","Nightmare Scorpion",21
"Weevil Underwood","S/A POW","Trial of Nightmares",22
"Weevil Underwood","S/A POW","Sleeping Lion",22
"Weevil Underwood","S/A POW","Dark Plant",22
"Weevil Underwood","S/A POW","Faith Bird",26
"Weevil Underwood","S/A POW","Spiked Snail",20
"Weevil Underwood","S/A POW","Lord of the Lamp",26
"Weevil Underwood","S/A POW","Firegrass",20
"Weevil Underwood","S/A POW","Man Eater",20
"Weevil Underwood","S/A POW","Lord of Zemia",22
"Weevil Underwood","S/A POW","Mysterious Puppeteer",22
"Weevil Underwood","S/A POW","Big Eye",22
"Weevil Underwood","S/A POW","Arlownay",20
"Weevil Underwood","S/A POW","Fiend Refrection #2",22
"Weevil Underwood","S/A POW","Turtle Tiger",22
"Weevil Underwood","S/A POW","Terra the Terrible",22
"Weevil Underwood","S/A POW","Arma Knight",22
"Weevil Underwood","S/A POW","Frenzied Panda",22
"Weevil Underwood","S/A POW","Winged Cleaver",20
"Weevil Underwood","S/A POW","Masked Sorcerer",22
"Weevil Underwood","S/A POW","Kumootoko",22
"Weevil Underwood","S/A POW","Fiend Sword",22
"Weevil Underwood","S/A POW","Dark Titan of Terror",22
"Weevil Underwood","S/A POW","Guardian of the Labyrinth",22
"Weevil Underwood","S/A POW","Master & Expert",22
"Weevil Underwood","S/A POW","Prevent Rat",22
"Weevil Underwood","S/A POW","Dimensional Warrior",22
"Weevil Underwood","S/A POW","Ancient Sorcerer",22
"Weevil Underwood","S/A POW","Mavelus",22
"Weevil Underwood","S/A POW","Ancient Tree of Enlightenment",22
"Weevil Underwood","S/A POW","Green Phantom King",22
"Weevil Underwood","S/A POW","Protector of the Throne",22
"Weevil Underwood","S/A POW","Fireyarou",22
"Weevil Underwood","S/A POW","Masaki the Legendary Swordsman",22
"Weevil Underwood","S/A POW","Forest",24
"Weevil Underwood","S/A POW","Jirai Gumo",5
"Weevil Underwood","S/A POW","Leghul",20
"Weevil Underwood","S/A POW","Yaiba Robo",22
"Weevil Underwood","S/A POW","Giga-tech Wolf",24
"Weevil Underwood","S/A POW","Tripwire Beast",22
"Weevil Underwood","S/A POW","Ganigumo",20
"Weevil Underwood","S/A POW","Alinsection",20
"Weevil Underwood","S/A POW","Insect Soldiers of the Sky",20
"Weevil Underwood","S/A POW","Cockroach Knight",20
"Weevil Underwood","S/A POW","Korogashi",20
"Weevil Underwood","S/A POW","Rainbow Flower",20
"Weevil Underwood","S/A POW","Wilmee",22
"Weevil Underwood","S/A POW","Man-eater Bug",20
"Weevil Underwood","S/A POW","Gale Dogra",20
"Weevil Underwood","S/A POW","Laughing Flower",20
"Weevil Underwood","S/A POW","Bean Soldier",24
"Weevil Underwood","S/A POW","Brave Scizzar",22
"Weevil Underwood","S/A POW","Minar",20
"Weevil Underwood","S/A POW","Griggle",20
"Weevil Underwood","S/A POW","Winged Dragon #2",22
"Weevil Underwood","S/A POW","Darkworld Thorns",22
"Weevil Underwood","S/A POW","Giant Scorpion of the Tundra",22
"Weevil Underwood","S/A POW","Abyss Flower",20
"Weevil Underwood","S/A POW","Tentacle Plant",20
"Weevil Underwood","S/A POW","Shining Friendship",22
"Weevil Underwood","S/A POW","Bladefly",20
"Weevil Underwood","S/A POW","Snakeyashi",44
"Weevil Underwood","S/A POW","Disk Magician",22
"Mai Valentine","S/A POW","Mystical Elf",32
"Mai Valentine","S/A POW","Feral Imp",32
"Mai Valentine","S/A POW","Tyhone",94
"Mai Valentine","S/A POW","Left Arm of the Forbidden One",8
"Mai Valentine","S/A POW","Battle Ox",32
"Mai Valentine","S/A POW","Beaver Warrior",32
"Mai Valentine","S/A POW","Koumori Dragon",32
"Mai Valentine","S/A POW","Two-headed King Rex",32
"Mai Valentine","S/A POW","The Snake Hair",32
"Mai Valentine","S/A POW","Celtic Guardian",32
"Mai Valentine","S/A POW","Karbonala Warrior",32
"Mai Valentine","S/A POW","Rogue Doll",32
"Mai Valentine","S/A POW","Griffore",32
"Mai Valentine","S/A POW","Big Insect",32
"Mai Valentine","S/A POW","Gokibore",32
"Mai Valentine","S/A POW","Giant Flea",32
"Mai Valentine","S/A POW","Fiend Kraken",32
"Mai Valentine","S/A POW","Jellyfish",32
"Mai Valentine","S/A POW","Axe Raider",32
"Mai Valentine","S/A POW","Crawling Dragon #2",30
"Mai Valentine","S/A POW","Castle of Dark Illusions",30
"Mai Valentine","S/A POW","Barox",30
"Mai Valentine","S/A POW","Mystic Horseman",30
"Mai Valentine","S/A POW","Crass Clown",30
"Mai Valentine","S/A POW","Faith Bird",94
"Mai Valentine","S/A POW","Ansatsu",30
"Mai Valentine","S/A POW","Witty Phantom",30
"Mai Valentine","S/A POW","Lord of the Lamp",30
"Mai Valentine","S/A POW","Darkfire Dragon",30
"Mai Valentine","S/A POW","Spirit of the Harp",30
"Mai Valentine","S/A POW","Fiend Refrection #2",62
"Mai Valentine","S/A POW","Droll Bird",62
"Mai Valentine","S/A POW","Rare Fish",30
"Mai Valentine","S/A POW","Mavelus",62
"Mai Valentine","S/A POW","Kurama",62
"Mai Valentine","S/A POW","Elf's Light",18
"Mai Valentine","S/A POW","Mountain",40
"Mai Valentine","S/A POW","Shadow Ghoul",30
"Mai Valentine","S/A POW","La Jinn the Mystical Genie",30
"Mai Valentine","S/A POW","Saber Slasher",30
"Mai Valentine","S/A POW","Giga-tech Wolf",30
"Mai Valentine","S/A POW","Mechanicalchacer",30
"Mai Valentine","S/A POW","Blocker",30
"Mai Valentine","S/A POW","Bolt Escargot",30
"Mai Valentine","S/A POW","The Immortal of Thunder",30
"Mai Valentine","S/A POW","Skull Red Bird",94
"Mai Valentine","S/A POW","Bean Soldier",30
"Mai Valentine","S/A POW","Cannon Soldier",30
"Mai Valentine","S/A POW","Niwatori",62
"Mai Valentine","S/A POW","Winged Dragon #2",62
"Mai Valentine","S/A POW","Pale Beast",30
"Mai Valentine","S/A POW","Blue-winged Crown",94
"Mai Valentine","S/A POW","Machine Attacker",30
"Bandit Keith","S/A POW","Mystical Elf",30
"Bandit Keith","S/A POW","Shadow Specter",28
"Bandit Keith","S/A POW","Right Arm of the Forbidden One",8
"Bandit Keith","S/A POW","Skull Servant",28
"Bandit Keith","S/A POW","Zombie Warrior",28
"Bandit Keith","S/A POW","Two-headed King Rex",30
"Bandit Keith","S/A POW","The Snake Hair",92
"Bandit Keith","S/A POW","Axe Raider",30
"Bandit Keith","S/A POW","Crawling Dragon #2",30
"Bandit Keith","S/A POW","Castle of Dark Illusions",30
"Bandit Keith","S/A POW","Barox",30
"Bandit Keith","S/A POW","Mystic Horseman",30
"Bandit Keith","S/A POW","Crass Clown",54
"Bandit Keith","S/A POW","Armored Zombie",92
"Bandit Keith","S/A POW","Dragon Zombie",92
"Bandit Keith","S/A POW","Clown Zombie",92
"Bandit Keith","S/A POW","Graveyard and the Hand of Invitation",28
"Bandit Keith","S/A POW","Ansatsu",30
"Bandit Keith","S/A POW","The 13th Grave",28
"Bandit Keith","S/A POW","Fiend's Hand",28
"Bandit Keith","S/A POW","Blue-eyed Silver Zombie",28
"Bandit Keith","S/A POW","Fire Reaper",28
"Bandit Keith","S/A POW","Spirit of the Harp",30
"Bandit Keith","S/A POW","Mech Mole Zombie",28
"Bandit Keith","S/A POW","Phantom Ghost",28
"Bandit Keith","S/A POW","Flame Ghost",28
"Bandit Keith","S/A POW","Wood Remains",28
"Bandit Keith","S/A POW","Ground Attacker Bugroth",8
"Bandit Keith","S/A POW","Holograh",28
"Bandit Keith","S/A POW","Cyber Soldier of Darkworld",8
"Bandit Keith","S/A POW","Wasteland",48
"Bandit Keith","S/A POW","Yami",48
"Bandit Keith","S/A POW","Shadow Ghoul",54
"Bandit Keith","S/A POW","La Jinn the Mystical Genie",30
"Bandit Keith","S/A POW","Saber Slasher",54
"Bandit Keith","S/A POW","Yaiba Robo",28
"Bandit Keith","S/A POW","Mechanical Spider",28
"Bandit Keith","S/A POW","Bat",28
"Bandit Keith","S/A POW","Giga-tech Wolf",28
"Bandit Keith","S/A POW","Shovel Crusher",28
"Bandit Keith","S/A POW","Mechanicalchacer",28
"Bandit Keith","S/A POW","Blocker",28
"Bandit Keith","S/A POW","Blast Juggler",28
"Bandit Keith","S/A POW","Golgoil",8
"Bandit Keith","S/A POW","Cyber-Stein",28
"Bandit Keith","S/A POW","Cyber Commander",28
"Bandit Keith","S/A POW","Jinzo #7",28
"Bandit Keith","S/A POW","Bolt Escargot",30
"Bandit Keith","S/A POW","The Immortal of Thunder",30
"Bandit Keith","S/A POW","Morinphen",8
"Bandit Keith","S/A POW","Cannon Soldier",30
"Bandit Keith","S/A POW","Brave Scizzar",30
"Bandit Keith","S/A POW","Dharma Cannon",30
"Bandit Keith","S/A POW","Bone Mouse",30
"Bandit Keith","S/A POW","The Wandering Doomed",30
"Bandit Keith","S/A POW","Mechanical Snail",30
"Bandit Keith","S/A POW","Hunter Spider",8
"Bandit Keith","S/A POW","Blue-winged Crown",30
"Bandit Keith","S/A POW","Disk Magician",30
"Bandit Keith","S/A POW","Machine Attacker",54
"Bandit Keith","S/A POW","Metalmorph",48
"Shadi","S/A POW","Ryu-kishin",10
"Shadi","S/A POW","Mushroom Man",12
"Shadi","S/A POW","Left Arm of the Forbidden One",8
"Shadi","S/A POW","Mountain Warrior",10
"Shadi","S/A POW","Oscillo Hero #2",10
"Shadi","S/A POW","Sangan",10
"Shadi","S/A POW","Basic Insect",10
"Shadi","S/A POW","Fiend Kraken",54
"Shadi","S/A POW","Jellyfish",54
"Shadi","S/A POW","Grappler",24
"Shadi","S/A POW","Armored Zombie",10
"Shadi","S/A POW","Dragon Zombie",10
"Shadi","S/A POW","Clown Zombie",10
"Shadi","S/A POW","Wings of Wicked Flame",10
"Shadi","S/A POW","Kageningen",12
"Shadi","S/A POW","Graveyard and the Hand of Invitation",12
"Shadi","S/A POW","Yamatano Dragon Scroll",12
"Shadi","S/A POW","Nemuriko",12
"Shadi","S/A POW","Mystical Capture Chain",12
"Shadi","S/A POW","Fiend's Hand",12
"Shadi","S/A POW","Blue-eyed Silver Zombie",12
"Shadi","S/A POW","Toad Master",32
"Shadi","S/A POW","Djinn the Watcher of the Wind",12
"Shadi","S/A POW","The Bewitching Phantom Thief",12
"Shadi","S/A POW","Monster Egg",12
"Shadi","S/A POW","The Shadow Who Controls the Dark",12
"Shadi","S/A POW","The Melting Red Shadow",42
"Shadi","S/A POW","Fire Reaper",12
"Shadi","S/A POW","Hard Armor",12
"Shadi","S/A POW","Firegrass",12
"Shadi","S/A POW","Man Eater",12
"Shadi","S/A POW","Dig Beak",12
"Shadi","S/A POW","M-warrior #1",12
"Shadi","S/A POW","M-warrior #2",12
"Shadi","S/A POW","Dark Prisoner",12
"Shadi","S/A POW","Fire Eye",12
"Shadi","S/A POW","Monsturtle",24
"Shadi","S/A POW","Phantom Dewan",12
"Shadi","S/A POW","Masked Clown",12
"Shadi","S/A POW","Lucky Trinket",12
